customer_id,days_since_last_order,total_orders,avg_order_value,total_spend,tenure_days,returns_count,support_tickets,discount_usage_pct,primary_category,device_type,has_wishlist,has_reviews,loyalty_tier,email_open_rate_pct,push_notif_opt_in,churned
CUST02268,54,4,31.12,133.16,733,1,0,80.4,Electronics,Tablet,0,0,None,29.9,1,No
CUST02269,12,6,86.59,574.0,121,2,1,67.4,Electronics,Tablet,0,0,Silver,35.7,0,No
CUST02270,32,11,61.48,591.6,185,0,2,24.4,Fashion,Mobile,0,1,None,37.1,1,No
CUST02271,4,5,69.04,333.18,794,1,2,78.8,Beauty,Tablet,0,0,Gold,7.4,1,No
CUST02272,21,5,40.93,194.26,429,1,2,22.2,Fashion,Mobile,1,1,Platinum,37.3,1,No
CUST02273,30,11,188.79,2117.16,30,3,0,36.2,Fashion,Mobile,0,1,Gold,18.9,0,No
CUST02274,47,6,440.0,2389.22,259,0,1,59.9,Fashion,Mobile,1,1,None,26.8,1,No
CUST02275,135,11,59.33,665.04,111,0,1,68.6,Electronics,Mobile,0,1,None,35.3,1,Yes
CUST02276,41,17,78.47,1395.77,213,1,0,57.8,Home & Garden,Mobile,1,1,None,29.0,0,No
CUST02277,61,8,57.11,406.49,407,2,0,57.7,Fashion,Mobile,0,0,Gold,2.4,1,No
CUST02278,31,1,152.51,135.66,205,1,1,46.2,Fashion,Desktop,0,1,None,8.2,0,No
CUST02279,45,20,105.98,1824.19,30,0,1,68.3,Electronics,Mobile,1,1,Gold,24.1,1,No
CUST02280,3,1,23.26,25.08,226,0,0,54.9,Home & Garden,Tablet,0,0,Silver,33.9,1,No
CUST02281,13,13,33.44,412.68,30,2,0,42.0,Beauty,Mobile,1,0,Silver,10.0,1,No
CUST02282,20,6,24.35,134.07,128,2,1,11.9,Sports,Mobile,1,1,None,29.0,1,No
CUST02283,28,22,471.47,11237.69,195,1,1,26.1,Electronics,Mobile,1,1,Silver,17.9,0,No
CUST02284,2,9,90.76,729.42,310,0,0,19.3,Sports,Mobile,1,0,None,23.7,1,No
CUST02285,6,12,33.9,397.91,211,4,1,52.6,Fashion,Desktop,1,1,Silver,26.5,0,No
CUST02286,14,6,31.8,204.81,49,1,0,32.6,Beauty,Mobile,0,0,None,26.7,0,No
CUST02287,160,2,103.98,212.57,807,0,1,22.1,Sports,Mobile,0,0,Gold,40.3,1,No
CUST02288,18,6,112.61,686.61,315,0,1,69.0,Sports,Desktop,0,0,Gold,52.9,0,No
CUST02289,29,2,103.39,185.53,114,1,2,44.2,Fashion,Desktop,0,1,Silver,52.7,1,No
CUST02290,9,16,38.84,561.96,1013,2,0,13.1,Fashion,Mobile,1,0,Silver,3.2,1,No
CUST02291,42,2,69.73,142.91,642,1,1,25.5,Fashion,Mobile,0,0,Silver,48.6,1,No
CUST02292,14,7,59.66,357.93,46,0,1,14.1,Home & Garden,Desktop,1,0,Silver,16.6,1,No
CUST02293,10,14,25.82,401.51,319,2,0,27.5,Beauty,Desktop,1,1,Platinum,25.6,1,No
CUST02294,32,2,26.02,49.71,246,2,0,62.4,Beauty,Mobile,0,0,Gold,47.7,1,No
CUST02295,1,13,75.91,962.14,64,4,1,20.8,Electronics,Tablet,1,0,Silver,21.8,1,No
CUST02296,1,6,63.89,355.56,79,0,1,37.0,Home & Garden,Mobile,1,0,None,10.9,1,No
CUST02297,11,6,85.0,567.63,248,2,1,70.7,Electronics,Desktop,1,0,None,21.1,1,No
CUST02298,1,11,102.8,1179.14,116,2,2,66.9,Beauty,Desktop,0,0,None,38.0,0,No
CUST02299,5,5,181.18,892.29,540,1,1,24.6,Sports,Mobile,1,0,Silver,45.1,0,No
CUST02300,18,4,29.35,120.4,30,0,2,28.6,Beauty,Mobile,1,1,Gold,29.6,1,No
CUST02301,73,2,90.4,174.31,736,2,0,18.6,Beauty,Desktop,1,1,Silver,23.4,0,No
CUST02302,38,9,99.42,885.54,550,0,0,36.8,Electronics,Mobile,1,1,Silver,31.4,0,No
CUST02303,32,5,42.53,203.57,402,0,0,49.7,Electronics,Mobile,1,0,None,26.8,1,No
CUST02304,15,1,60.19,58.58,91,4,0,60.5,Fashion,Desktop,1,0,None,23.4,1,No
CUST02305,120,4,43.41,164.0,376,0,0,55.0,Sports,Desktop,1,0,Gold,26.2,1,No
CUST02306,22,10,294.97,2575.95,173,3,0,55.8,Fashion,Tablet,0,0,None,29.8,0,No
CUST02307,4,1,59.38,51.14,301,2,1,35.5,Beauty,Mobile,0,1,Silver,28.5,1,Yes
CUST02308,43,3,78.35,212.07,112,1,0,12.7,Electronics,Desktop,0,0,Silver,2.7,1,No
CUST02309,5,11,44.2,449.97,542,1,0,61.2,Home & Garden,Tablet,0,1,None,30.8,1,No
CUST02310,19,11,37.2,457.13,30,3,2,12.6,Beauty,Desktop,1,0,Silver,11.1,1,No
CUST02311,31,4,19.27,79.65,352,0,4,43.5,Home & Garden,Desktop,1,0,Platinum,38.6,0,No
CUST02312,93,4,131.62,598.87,529,1,1,16.2,Beauty,Tablet,1,1,None,31.0,1,No
CUST02313,30,13,100.96,1249.34,311,2,1,27.7,Beauty,Tablet,1,1,None,40.0,0,No
CUST02314,54,11,42.91,458.1,63,0,0,59.3,Home & Garden,Desktop,0,1,None,10.6,1,No
CUST02315,222,12,26.57,339.86,100,4,1,46.4,Sports,Desktop,1,0,Silver,15.5,1,No
CUST02316,6,6,63.05,387.14,217,0,1,28.8,Fashion,Mobile,0,1,Silver,61.7,0,No
CUST02317,14,11,36.67,406.74,119,2,3,40.3,Fashion,Mobile,1,0,None,10.0,1,No
CUST02318,22,8,45.71,373.97,30,1,1,27.6,Home & Garden,Desktop,1,1,None,14.8,1,No
CUST02319,24,7,19.87,142.6,30,2,0,9.2,Electronics,Mobile,0,0,None,32.9,0,No
CUST02320,23,9,64.95,631.15,438,2,2,18.7,Home & Garden,Desktop,0,0,Silver,17.3,1,No
CUST02321,107,1,66.0,69.33,30,1,3,12.2,Fashion,Mobile,1,0,Gold,32.3,0,No
CUST02322,56,7,131.08,1043.44,789,0,0,28.7,Fashion,Tablet,0,0,Silver,5.6,1,No
CUST02323,42,7,48.4,384.33,175,1,0,56.7,Home & Garden,Tablet,1,0,None,13.0,0,No
CUST02324,16,1,41.81,40.83,425,0,4,19.0,Fashion,Desktop,0,1,Silver,38.7,1,Yes
CUST02325,78,9,15.71,121.7,40,1,2,45.5,Sports,Mobile,1,1,Silver,51.3,1,Yes
CUST02326,139,2,131.73,224.82,783,1,0,61.4,Fashion,Desktop,0,1,Gold,24.8,1,No
CUST02327,77,4,111.53,395.69,30,2,1,39.1,Fashion,Mobile,1,1,None,7.1,0,No
CUST02328,1,4,55.87,194.98,30,1,1,17.9,Sports,Mobile,0,1,Gold,67.1,1,No
CUST02329,45,6,18.85,108.8,30,0,2,6.7,Fashion,Tablet,1,0,Silver,27.0,0,No
CUST02330,2,4,20.66,71.55,32,1,4,24.7,Electronics,Mobile,1,1,Gold,51.9,1,No
CUST02331,13,25,35.24,914.01,200,0,1,68.2,Sports,Mobile,0,1,None,14.8,0,No
CUST02332,2,2,118.18,214.39,465,1,1,35.9,Sports,Desktop,1,0,Gold,12.6,1,No
CUST02333,41,2,68.87,138.32,100,1,2,66.7,Electronics,Mobile,0,0,None,50.2,0,No
CUST02334,52,9,16.53,131.06,410,0,1,58.2,Sports,Mobile,0,1,Silver,16.6,1,Yes
CUST02335,5,11,75.44,911.43,446,0,1,38.5,Home & Garden,Desktop,0,0,None,33.2,0,Yes
CUST02336,21,8,27.9,241.95,716,1,1,26.9,Electronics,Mobile,0,1,None,27.4,1,No
CUST02337,27,11,35.95,381.98,48,2,0,52.0,Home & Garden,Mobile,0,0,None,27.3,1,No
CUST02338,20,14,118.79,1867.91,43,4,2,64.5,Beauty,Desktop,0,1,Silver,13.9,1,No
CUST02339,5,15,100.73,1368.48,39,3,0,6.3,Fashion,Mobile,0,0,Silver,26.9,1,No
CUST02340,24,11,130.91,1575.63,133,2,0,29.3,Home & Garden,Desktop,1,0,None,34.8,0,No
CUST02341,62,11,53.6,597.71,201,1,2,18.6,Electronics,Tablet,0,1,Gold,14.0,1,No
CUST02342,3,2,110.66,210.0,185,1,1,36.7,Beauty,Desktop,1,1,Gold,24.5,1,No
CUST02343,3,10,34.16,299.01,89,0,0,12.1,Electronics,Tablet,0,0,None,28.4,1,No
CUST02344,19,10,44.43,400.49,291,2,4,28.4,Electronics,Mobile,0,0,None,31.5,1,Yes
CUST02345,127,9,42.05,419.65,123,2,0,39.4,Sports,Mobile,0,0,Gold,31.7,1,No
CUST02346,49,5,55.65,287.17,136,0,0,21.6,Sports,Mobile,1,0,Silver,35.9,0,No
CUST02347,51,23,19.51,413.34,33,1,1,26.8,Home & Garden,Tablet,1,0,Platinum,21.0,0,No
CUST02348,20,8,45.6,364.35,269,0,0,15.2,Electronics,Mobile,0,1,Gold,59.8,1,No
CUST02349,40,12,174.4,1846.58,319,1,0,13.5,Home & Garden,Desktop,1,0,Gold,3.2,1,No
CUST02350,1,11,22.78,220.42,425,0,1,91.7,Sports,Desktop,1,0,Silver,14.4,1,No
CUST02351,45,5,18.85,105.78,703,2,0,62.1,Home & Garden,Mobile,1,0,None,39.1,0,No
CUST02352,110,2,20.11,39.71,435,1,2,23.0,Electronics,Tablet,0,0,Silver,21.3,0,Yes
CUST02353,42,6,459.2,2640.78,80,2,1,74.5,Sports,Desktop,1,0,Silver,7.5,0,No
CUST02354,93,4,79.19,359.43,80,1,2,47.7,Sports,Mobile,1,1,None,57.4,0,No
CUST02355,57,4,43.98,170.59,739,0,1,43.6,Home & Garden,Tablet,0,0,Silver,9.1,1,No
CUST02356,5,14,57.67,767.72,468,0,2,33.9,Sports,Desktop,1,1,Gold,3.6,0,No
CUST02357,104,11,65.5,671.43,457,1,0,21.2,Electronics,Desktop,0,0,None,11.8,0,Yes
CUST02358,3,8,32.71,266.79,381,2,2,11.1,Fashion,Tablet,0,0,Gold,13.1,1,No
CUST02359,34,7,36.1,257.13,93,1,0,43.0,Electronics,Desktop,1,1,Gold,11.6,1,No
CUST02360,6,10,48.13,411.44,564,2,0,26.2,Beauty,Mobile,1,1,None,13.7,1,No
CUST02361,1,14,30.58,447.91,46,1,1,26.3,Sports,Tablet,1,1,Platinum,46.7,1,No
CUST02362,24,9,39.74,388.59,129,3,0,16.4,Sports,Desktop,0,1,Silver,15.9,1,No
CUST02363,15,3,72.42,224.82,127,1,1,25.1,Home & Garden,Mobile,0,1,None,41.1,1,No
CUST02364,29,2,24.59,54.64,246,1,1,43.7,Home & Garden,Tablet,1,1,Silver,50.6,0,No
CUST02365,38,13,440.52,5342.64,186,1,0,19.2,Sports,Mobile,0,0,None,5.1,1,No
CUST02366,2,14,99.74,1267.33,184,1,1,50.5,Beauty,Desktop,0,0,Silver,30.2,1,No
CUST02367,5,2,19.77,41.88,241,0,3,39.2,Electronics,Mobile,1,0,Gold,23.7,1,No
CUST02368,36,2,10.0,18.13,161,2,2,51.9,Electronics,Mobile,0,1,None,57.3,0,No
CUST02369,18,5,31.5,138.18,86,0,1,48.7,Sports,Mobile,1,1,None,4.9,1,No
CUST02370,58,13,94.4,1078.69,327,0,0,74.2,Fashion,Mobile,1,1,Gold,33.1,1,No
CUST02371,47,3,80.83,262.01,469,0,1,41.2,Electronics,Desktop,1,0,None,26.9,1,No
CUST02372,84,11,49.96,471.86,195,0,0,29.9,Beauty,Desktop,0,0,Silver,8.7,0,No
CUST02373,53,6,33.75,189.71,314,3,0,64.8,Sports,Desktop,0,0,Gold,27.6,0,No
CUST02374,25,2,26.49,47.09,229,1,1,30.4,Electronics,Mobile,0,1,Silver,39.5,1,No
CUST02375,50,7,39.56,298.1,30,0,1,33.0,Fashion,Tablet,1,0,None,12.4,1,No
CUST02376,14,10,24.29,243.15,165,3,1,50.8,Sports,Tablet,1,1,None,39.1,1,No
CUST02377,16,6,39.68,217.05,30,0,1,47.6,Electronics,Mobile,1,0,None,61.1,0,No
CUST02378,70,5,158.34,851.18,325,1,1,43.4,Sports,Desktop,1,1,None,6.3,1,No
CUST02379,26,7,29.46,221.71,212,2,0,17.3,Electronics,Desktop,1,1,None,11.7,1,No
CUST02380,72,10,89.01,896.25,40,0,0,9.1,Electronics,Tablet,1,1,None,34.7,0,No
CUST02381,77,9,100.56,844.18,234,0,2,21.1,Sports,Tablet,1,0,Gold,14.7,1,No
CUST02382,87,3,23.02,70.85,686,1,1,63.1,Electronics,Mobile,1,0,Silver,23.8,0,No
CUST02383,111,20,27.81,628.54,124,3,1,64.8,Electronics,Tablet,0,0,None,58.5,1,Yes
CUST02384,25,1,128.4,111.13,1211,2,4,61.3,Beauty,Mobile,0,0,None,71.4,1,No
CUST02385,17,14,26.03,338.94,961,0,0,28.0,Home & Garden,Desktop,1,1,Silver,6.3,1,No
CUST02386,39,14,52.14,682.87,461,0,0,27.8,Fashion,Mobile,0,1,Silver,6.7,1,No
CUST02387,20,5,279.22,1451.31,504,1,0,23.6,Beauty,Mobile,0,1,Silver,46.4,0,No
CUST02388,41,9,119.57,1124.93,158,0,0,54.3,Beauty,Desktop,0,0,Platinum,17.7,1,No
CUST02389,55,2,58.45,106.6,154,2,1,8.1,Sports,Desktop,0,1,Silver,49.6,1,No
CUST02390,52,5,106.97,489.3,926,2,1,14.2,Electronics,Mobile,0,1,None,51.4,1,No
CUST02391,21,3,52.21,176.75,136,1,1,71.7,Home & Garden,Tablet,0,0,Gold,26.0,1,No
CUST02392,8,1,123.3,132.78,30,5,2,24.0,Beauty,Mobile,0,0,None,18.6,1,Yes
CUST02393,25,5,10.62,60.02,49,0,0,70.4,Electronics,Mobile,1,0,Silver,6.0,0,No
CUST02394,6,11,48.84,590.37,371,4,0,61.2,Home & Garden,Tablet,1,0,Gold,40.7,0,No
CUST02395,99,1,10.29,9.99,144,4,1,28.4,Electronics,Tablet,1,0,None,10.0,0,Yes
CUST02396,19,5,62.12,275.37,66,2,2,64.4,Fashion,Desktop,1,0,Silver,31.5,1,No
CUST02397,7,14,45.2,657.39,504,1,2,10.7,Electronics,Mobile,0,0,Gold,22.8,1,No
CUST02398,1,15,162.16,2324.39,201,0,0,43.9,Home & Garden,Desktop,0,0,Silver,47.8,0,No
CUST02399,46,2,96.49,188.66,251,0,1,59.4,Electronics,Desktop,1,0,None,33.0,1,No
CUST02400,45,5,35.84,175.22,50,0,2,46.3,Beauty,Desktop,0,0,Silver,23.7,1,No
CUST02401,18,2,39.45,89.23,64,1,1,50.0,Electronics,Desktop,1,0,None,6.4,1,No
CUST02402,3,10,74.04,644.64,40,2,0,55.6,Beauty,Desktop,0,0,None,2.8,1,No
CUST02403,23,7,34.53,219.46,216,0,0,34.9,Electronics,Mobile,1,1,None,12.4,0,No
CUST02404,16,2,53.2,109.85,448,2,0,43.5,Fashion,Mobile,1,0,Silver,8.6,1,Yes
CUST02405,50,5,156.55,872.87,395,1,0,3.4,Beauty,Desktop,1,0,Silver,14.2,0,No
CUST02406,41,8,28.13,253.26,90,1,3,52.3,Electronics,Mobile,0,0,Gold,54.4,1,No
CUST02407,20,14,38.16,543.65,572,0,0,51.4,Beauty,Desktop,1,0,Silver,25.8,1,No
CUST02408,11,7,42.69,257.1,33,1,0,41.3,Sports,Desktop,0,1,None,46.3,1,No
CUST02409,199,3,682.98,1964.66,36,2,0,59.6,Fashion,Desktop,1,1,Gold,54.4,1,No
CUST02410,27,11,88.82,1099.78,567,0,0,22.3,Electronics,Mobile,0,0,None,4.2,1,No
CUST02411,52,2,135.05,270.1,84,2,1,66.3,Home & Garden,Desktop,1,1,None,61.7,0,No
CUST02412,6,2,100.94,215.6,369,2,0,53.2,Sports,Desktop,1,0,None,44.6,1,No
CUST02413,29,15,106.52,1487.17,30,2,1,51.7,Home & Garden,Tablet,0,0,None,58.7,0,No
CUST02414,1,7,79.75,478.7,30,0,1,67.2,Beauty,Desktop,1,0,None,72.9,1,No
CUST02415,31,8,73.13,598.79,281,2,0,73.4,Beauty,Mobile,0,0,None,39.1,0,Yes
CUST02416,149,1,17.11,18.83,60,1,0,39.0,Sports,Desktop,1,0,None,14.9,1,Yes
CUST02417,21,4,72.7,333.57,30,1,0,50.4,Electronics,Mobile,1,1,Silver,42.6,1,No
CUST02418,1,7,50.07,386.94,188,2,0,30.0,Home & Garden,Desktop,1,0,None,4.7,1,No
CUST02419,1,11,84.47,944.22,120,0,0,47.7,Sports,Tablet,0,0,Platinum,64.5,0,No
CUST02420,22,11,51.59,586.0,486,2,0,31.9,Beauty,Desktop,1,1,Silver,42.7,1,No
CUST02421,7,11,100.54,1213.49,512,2,1,23.7,Electronics,Mobile,1,0,Gold,14.0,1,No
CUST02422,1,8,115.81,793.01,285,1,0,16.2,Sports,Mobile,0,1,Gold,26.8,1,No
CUST02423,63,5,10.0,56.77,104,1,1,39.5,Fashion,Tablet,1,0,None,43.2,0,No
CUST02424,27,5,38.59,194.76,185,1,0,26.9,Fashion,Tablet,1,0,None,64.9,0,No
CUST02425,15,12,12.36,168.43,363,2,0,60.6,Electronics,Tablet,1,0,Gold,15.4,1,No
CUST02426,103,14,66.1,998.84,30,2,1,55.3,Sports,Desktop,0,0,Gold,6.0,1,Yes
CUST02427,5,4,42.92,153.77,121,4,2,25.3,Electronics,Mobile,0,1,Silver,1.2,0,No
CUST02428,140,28,161.53,4068.65,518,1,0,61.3,Sports,Mobile,0,0,Gold,16.5,1,No
CUST02429,16,10,64.44,616.11,156,0,2,34.6,Fashion,Tablet,1,0,Silver,66.3,0,No
CUST02430,98,5,37.02,171.99,293,1,0,49.1,Beauty,Mobile,0,0,None,17.1,0,No
CUST02431,41,3,115.68,340.72,30,1,2,35.0,Electronics,Mobile,1,1,Silver,43.8,1,No
CUST02432,78,22,42.33,960.29,450,4,1,31.0,Home & Garden,Desktop,0,0,Silver,6.2,1,No
CUST02433,186,1,36.66,35.96,31,0,1,62.5,Electronics,Mobile,1,1,Silver,18.6,0,Yes
CUST02434,15,6,74.81,389.13,593,2,0,23.9,Sports,Desktop,0,0,None,77.6,1,No
CUST02435,146,11,198.42,2494.06,33,2,0,27.1,Fashion,Desktop,1,0,None,6.4,1,No
CUST02436,22,14,108.08,1479.13,664,2,1,32.0,Beauty,Desktop,1,1,Silver,61.6,1,No
CUST02437,21,6,85.93,569.88,135,2,0,33.9,Sports,Desktop,1,1,Silver,56.9,1,No
CUST02438,18,2,493.12,860.19,293,0,1,9.8,Electronics,Mobile,1,1,None,57.5,1,No
CUST02439,35,6,30.39,199.3,562,1,0,48.6,Home & Garden,Desktop,1,0,Silver,38.7,0,No
CUST02440,7,6,29.85,161.55,30,1,0,6.1,Electronics,Desktop,1,1,None,19.1,0,No
CUST02441,36,10,61.34,646.41,92,4,0,33.5,Electronics,Tablet,1,1,None,41.5,1,No
CUST02442,35,10,183.46,1923.66,716,3,1,51.3,Home & Garden,Mobile,1,1,Gold,7.4,1,No
CUST02443,64,13,25.7,375.17,147,2,1,78.0,Electronics,Desktop,1,1,None,47.8,1,No
CUST02444,80,7,222.22,1471.86,367,1,1,52.9,Home & Garden,Desktop,1,1,None,3.1,1,No
CUST02445,26,1,17.27,15.24,45,3,1,58.8,Electronics,Desktop,1,1,None,16.7,0,No
CUST02446,16,5,49.55,274.85,340,1,1,50.6,Electronics,Mobile,0,0,Gold,0.8,1,No
CUST02447,13,7,62.73,416.92,30,2,2,59.6,Home & Garden,Tablet,1,1,None,30.8,0,No
CUST02448,9,7,26.95,173.51,379,2,0,29.8,Home & Garden,Tablet,0,1,Silver,10.1,1,No
CUST02449,2,1,33.22,33.08,117,1,1,14.8,Electronics,Tablet,1,1,None,20.8,0,No
CUST02450,18,3,103.27,276.92,188,2,0,24.8,Home & Garden,Mobile,0,0,None,11.4,1,No
CUST02451,14,13,172.99,2111.89,54,2,0,46.1,Home & Garden,Mobile,0,1,Gold,31.3,1,No
CUST02452,152,14,10.06,135.99,296,3,0,17.9,Beauty,Tablet,1,1,Gold,27.8,1,No
CUST02453,36,3,63.07,176.57,123,1,0,57.5,Beauty,Mobile,1,0,Platinum,47.9,0,No
CUST02454,19,4,49.87,196.5,145,0,1,73.7,Sports,Desktop,0,0,None,15.8,0,No
CUST02455,39,5,59.5,287.21,316,1,0,35.2,Home & Garden,Mobile,1,1,None,33.0,0,No
CUST02456,6,14,42.38,642.2,59,0,3,20.9,Home & Garden,Desktop,0,1,Gold,60.5,1,No
CUST02457,26,8,19.45,175.13,573,1,1,37.1,Electronics,Tablet,1,1,None,47.3,1,No
CUST02458,44,9,187.51,1485.55,403,2,2,22.5,Electronics,Mobile,1,1,Silver,20.2,0,No
CUST02459,30,5,138.03,757.09,258,0,1,36.3,Home & Garden,Mobile,0,1,Silver,18.5,1,No
CUST02460,23,4,50.24,226.99,41,3,0,63.4,Sports,Desktop,1,0,Silver,44.9,1,No
CUST02461,229,9,36.94,351.07,348,2,1,59.5,Fashion,Mobile,1,1,None,17.0,1,Yes
CUST02462,95,5,33.53,192.62,30,2,0,28.2,Electronics,Mobile,0,0,None,60.8,1,No
CUST02463,43,5,10.0,47.53,489,2,1,30.7,Fashion,Tablet,1,0,Silver,41.4,1,No
CUST02464,37,13,72.46,1035.32,108,2,1,38.3,Electronics,Tablet,0,0,None,16.8,0,No
CUST02465,43,4,101.93,428.97,37,2,0,61.4,Home & Garden,Desktop,1,1,Gold,9.6,0,No
CUST02466,10,9,60.97,519.66,53,0,0,19.9,Electronics,Desktop,1,1,Gold,18.4,1,No
CUST02467,22,3,50.95,162.24,990,1,1,24.0,Sports,Tablet,0,0,None,28.9,0,No
CUST02468,1,12,60.75,731.1,445,2,1,49.6,Sports,Mobile,0,0,Silver,16.1,1,No
CUST02469,29,6,27.59,150.09,81,1,2,19.3,Electronics,Mobile,1,0,None,13.2,1,No
CUST02470,35,6,36.61,198.17,992,0,2,16.6,Electronics,Desktop,1,1,None,18.3,0,No
CUST02471,11,11,47.8,559.46,45,0,0,27.0,Sports,Mobile,0,0,None,26.2,0,No
CUST02472,149,7,95.33,709.74,396,1,0,64.3,Beauty,Mobile,0,0,Silver,59.6,0,No
CUST02473,108,7,164.53,1162.34,320,0,0,59.3,Sports,Mobile,0,1,Gold,40.0,0,No
CUST02474,57,4,45.45,181.88,516,0,2,41.9,Fashion,Desktop,0,0,Gold,16.1,1,No
CUST02475,34,10,23.67,213.98,144,0,0,44.9,Electronics,Mobile,1,0,None,15.6,0,No
CUST02476,91,8,56.18,439.91,154,1,0,40.2,Home & Garden,Mobile,0,0,Silver,26.6,0,No
CUST02477,6,10,272.92,3033.29,293,0,2,62.2,Sports,Desktop,0,0,Silver,9.0,1,No
CUST02478,70,22,25.37,617.54,152,0,2,61.1,Electronics,Mobile,1,0,None,29.2,0,No
CUST02479,5,1,110.9,116.25,30,0,0,5.3,Beauty,Desktop,1,0,None,6.8,1,No
CUST02480,71,7,158.98,1278.91,392,1,2,28.3,Fashion,Tablet,1,0,None,58.0,0,No
CUST02481,14,3,40.94,137.31,307,0,0,41.7,Electronics,Desktop,1,0,None,36.2,0,No
CUST02482,94,11,31.17,306.38,165,1,0,66.7,Fashion,Desktop,0,1,Silver,36.5,0,No
CUST02483,129,1,86.48,83.86,108,0,1,55.8,Home & Garden,Mobile,0,1,Silver,13.7,0,Yes
CUST02484,7,2,72.43,128.86,116,1,1,57.0,Electronics,Mobile,0,1,None,38.5,0,Yes
CUST02485,27,12,95.18,1130.54,405,0,0,42.0,Home & Garden,Mobile,0,0,None,20.1,1,No
CUST02486,178,1,286.85,310.63,391,0,2,39.9,Home & Garden,Desktop,0,0,None,46.0,1,Yes
CUST02487,29,7,62.4,391.69,512,0,0,51.3,Beauty,Desktop,1,1,Silver,48.3,1,No
CUST02488,89,1,21.04,23.44,430,1,1,43.9,Electronics,Desktop,0,0,Gold,49.1,0,No
CUST02489,39,3,57.59,176.35,425,0,1,69.7,Sports,Mobile,0,0,Gold,2.0,1,No
CUST02490,21,13,66.24,925.43,87,1,1,9.2,Electronics,Mobile,1,1,Gold,46.6,1,No
CUST02491,15,17,150.47,2208.94,32,0,0,27.6,Home & Garden,Desktop,1,1,Gold,26.1,0,No
CUST02492,10,3,46.65,122.9,430,0,1,34.8,Home & Garden,Tablet,0,1,Silver,35.3,1,Yes
CUST02493,64,4,39.36,163.15,31,0,2,42.2,Sports,Desktop,0,0,None,31.7,1,No
CUST02494,21,5,18.23,100.4,1207,0,2,54.8,Electronics,Desktop,1,0,Silver,38.1,0,No
CUST02495,32,15,84.6,1411.33,624,3,1,50.1,Electronics,Desktop,0,1,Silver,42.7,1,No
CUST02496,30,2,795.18,1680.23,228,1,0,61.6,Electronics,Tablet,0,1,None,57.2,1,No
CUST02497,38,2,45.69,83.18,130,2,0,57.8,Fashion,Mobile,0,1,None,16.2,1,No
CUST02498,90,6,78.38,427.25,224,0,1,27.2,Fashion,Tablet,1,0,None,18.2,1,No
CUST02499,177,3,35.22,117.75,397,1,0,58.4,Electronics,Tablet,0,1,None,6.4,0,Yes
CUST02500,23,3,19.59,51.95,423,2,3,61.1,Home & Garden,Tablet,1,1,None,43.2,0,No
CUST02501,79,5,77.28,407.97,30,0,1,38.7,Electronics,Tablet,1,1,Gold,5.6,0,No
CUST02502,65,9,55.84,507.61,490,1,1,1.6,Electronics,Desktop,1,1,None,32.1,1,No
CUST02503,38,8,10.0,78.11,307,2,1,52.8,Electronics,Mobile,1,0,None,3.3,1,No
CUST02504,140,6,197.95,1166.44,30,1,1,19.7,Sports,Tablet,1,1,Gold,14.9,0,Yes
CUST02505,10,13,76.16,1122.32,112,3,1,29.6,Fashion,Mobile,0,0,Platinum,21.6,1,No
CUST02506,5,12,57.92,770.41,214,0,0,15.1,Fashion,Desktop,0,0,Silver,54.9,1,No
CUST02507,86,7,38.96,302.58,62,1,0,26.1,Home & Garden,Mobile,0,1,Gold,2.9,1,Yes
CUST02508,26,3,75.51,220.18,50,2,0,37.8,Electronics,Mobile,0,1,None,33.8,1,No
CUST02509,84,6,78.34,414.62,30,0,2,36.2,Fashion,Mobile,1,1,Silver,17.3,1,No
CUST02510,100,9,75.27,778.61,727,2,0,23.9,Electronics,Desktop,1,0,None,24.5,0,No
CUST02511,2,23,128.3,2636.93,30,5,1,22.8,Fashion,Mobile,0,0,Silver,39.8,0,No
CUST02512,96,19,153.89,2937.58,136,1,0,24.6,Sports,Mobile,1,0,None,66.1,1,Yes
CUST02513,26,21,271.64,5301.63,69,0,2,46.0,Electronics,Desktop,0,0,Silver,37.7,1,No
CUST02514,32,15,27.95,420.6,405,2,1,26.7,Home & Garden,Mobile,0,0,None,20.9,1,No
CUST02515,44,1,34.51,32.49,368,2,2,30.1,Home & Garden,Tablet,1,1,Silver,60.0,1,No
CUST02516,117,5,72.89,407.84,492,3,1,46.0,Sports,Tablet,0,0,None,20.6,0,No
CUST02517,1,6,29.27,200.3,287,0,1,35.3,Sports,Desktop,0,0,None,31.4,1,No
CUST02518,29,5,33.3,162.01,268,1,0,38.7,Electronics,Mobile,0,1,None,47.8,1,No
CUST02519,52,2,79.85,139.11,156,2,1,39.5,Sports,Desktop,1,0,None,15.4,1,No
CUST02520,57,6,112.24,706.44,303,1,0,30.6,Fashion,Desktop,0,1,None,4.3,1,No
CUST02521,53,3,151.52,437.74,36,1,1,46.1,Sports,Desktop,1,1,Gold,14.5,0,No
CUST02522,6,10,46.8,536.23,346,0,1,22.6,Electronics,Tablet,1,1,None,1.1,1,No
CUST02523,16,1,79.08,69.34,32,0,3,25.7,Electronics,Tablet,1,0,Silver,11.6,0,No
CUST02524,19,21,66.3,1233.21,593,2,0,16.8,Electronics,Mobile,1,0,Silver,13.4,0,No
CUST02525,73,4,55.37,234.73,211,2,2,26.5,Fashion,Desktop,1,0,None,20.5,1,No
